IDs,length,Exptl.,resolution,R-factor,FreeRvalue
2AZWA,148,XRAY,1.9,0.2,0.23
2B06A,155,XRAY,1.4,0.19,0.22
2B0AA,186,XRAY,1.45,0.19,0.22
2B0CA,206,XRAY,2,0.21,0.26
2B0TA,738,XRAY,1.75,0.2,0.23
2B0VA,153,XRAY,1.55,0.17,0.21
2B1KA,168,XRAY,1.9,0.19,0.22
2B1MA,246,XRAY,2,0.18,0.21
2B1XA,470,XRAY,2,0.19,0.22
2B1XB,172,XRAY,2,0.19,0.22
2B1YA,104,XRAY,1.8,0.21,0.22
2B2HA,399,XRAY,1.54,0.15,0.17
2B3FA,400,XRAY,1.56,0.18,0.2
2B3GB,28,XRAY,1.6,0.2,0.24
2B3HA,329,XRAY,1.1,0.1,0.13
2B3JA,159,XRAY,2,0.21,0.24
2B3YA,888,XRAY,1.85,0.21,0.26
2B4HA,254,XRAY,1.6,0.2,0.23
2B4LA,268,XRAY,2,0.2,0.26
2B4VA,468,XRAY,1.8,0.2,0.23
2B4WA,315,XRAY,1.98,0.13,0.21
2B5AA,77,XRAY,1.543,0.17,0.2
2B5GA,171,XRAY,1.7,0.21,0.24
2B5WA,357,XRAY,1.6,0.15,0.19
2B61A,377,XRAY,1.65,0.17,0.19
2B69A,343,XRAY,1.21,0.14,0.16
2B6NA,278,XRAY,1.8,0.16,0.19
2B78A,385,XRAY,2,0.24,0.26
2B7KA,200,XRAY,1.8,0.22,0.24
2B7UA,257,XRAY,1.6,0.19,0.21
2B82A,211,XRAY,1.25,0.17,0.19
2B8IA,77,XRAY,1.8,0.2,0.23
2B8MA,117,XRAY,1.7,0.15,0.2
2B8TA,223,XRAY,2,0.2,0.23
2B94A,267,XRAY,1.85,0.19,0.23
2B97A,71,XRAY,0.75,0.13,0.15
2B9DA,52,XRAY,1.6,0.21,0.25
2B9EA,309,XRAY,1.65,0.19,0.22
2B9LA,394,XRAY,2,0.21,0.24
2B9WA,424,XRAY,1.95,0.17,0.19
2BA2A,85,XRAY,1.8,0.23,0.28
2BAYA,61,XRAY,1.5,0.18,0.2
2BB6A,414,XRAY,2,0.24,0.28
2BBEA,108,XRAY,1.97,0.17,0.2
2BBHA,269,XRAY,1.85,0.2,0.23
2BBRA,195,XRAY,1.2,0.21,0.23
2BC0A,490,XRAY,2,0.19,0.23
2BCEA,579,XRAY,1.6,0.21,0.25
2BCGY,206,XRAY,1.48,0.17,0.19
2BCMB,165,XRAY,1.48,0.17,0.21
2BCQA,335,XRAY,1.65,0.21,0.23
2BCXB,30,XRAY,2,0.21,0.25
2BD0A,244,XRAY,1.7,0.2,0.21
2BDRA,175,XRAY,1.6,0.2,0.22
2BEPA,159,XRAY,1.8,0.17,0.22
2BF6A,449,XRAY,0.97,0.11,0.13
2BF9A,36,XRAY,0.99,0.14,0.18
2BFDA,400,XRAY,1.39,0.15,0.17
2BFDB,342,XRAY,1.39,0.15,0.17
2BFWA,200,XRAY,1.8,0.19,0.23
2BGIA,272,XRAY,1.68,0.22,0.23
2BGKA,278,XRAY,1.6,0.2,0.23
2BH4X,134,XRAY,1.55,0.15,0.2
2BH8A,101,XRAY,1.9,0.2,0.25
2BHGA,209,XRAY,1.9,0.22,0.24
2BHUA,602,XRAY,1.1,0.13,0.16
2BI0A,337,XRAY,1.9,0.17,0.22
2BI7A,384,XRAY,2,0.2,0.25
2BIBA,547,XRAY,1.92,0.2,0.23
2BIIA,424,XRAY,1.7,0.19,0.21
2BIVA,243,XRAY,1.7,0.2,0.23
2BJ0A,203,XRAY,2,0.21,0.25
2BJDA,101,XRAY,1.27,0.14,0.17
2BJFA,329,XRAY,1.67,0.18,0.2
2BJIA,277,XRAY,1.24,0.15,0.19
2BJKA,516,XRAY,1.4,0.16,0.17
2BJNA,160,XRAY,1.7,0.18,0.21
2BJQA,345,XRAY,1.75,0.19,0.23
2BJRA,368,XRAY,1.8,0.19,0.22
2BK8A,97,XRAY,1.69,0.19,0.23
2BK9A,153,XRAY,1.2,0.1,0.13
2BKAA,242,XRAY,1.7,0.17,0.19
2BKFA,87,XRAY,1.56,0.2,0.23
2BKLA,695,XRAY,1.5,0.16,0.18
2BKMA,128,XRAY,1.5,0.17,0.19
2BKRA,212,XRAY,1.9,0.17,0.21
2BKXA,242,XRAY,1.4,0.12,0.17
2BKYA,97,XRAY,1.7,0.17,0.2
2BKYX,89,XRAY,1.7,0.17,0.2
2BL0A,63,XRAY,1.75,0.22,0.25
2BL0B,145,XRAY,1.75,0.22,0.25
2BL0C,142,XRAY,1.75,0.22,0.25
2BL8A,103,XRAY,1.6,0.22,0.24
2BL9A,238,XRAY,1.9,0.21,0.26
2BLFA,373,XRAY,1.8,0.14,0.17
2BLFB,81,XRAY,1.8,0.14,0.17
2BLNA,305,XRAY,1.2,0.14,0.16
2BM3A,166,XRAY,1.8,0.19,0.26
2BM5A,186,XRAY,2,0.18,0.22
2BMOA,447,XRAY,1.2,0.16,0.17
2BMOB,194,XRAY,1.2,0.16,0.17
2BMWA,304,XRAY,1.5,0.18,0.21
2BNLA,136,XRAY,2,0.16,0.2
2BNMA,198,XRAY,1.7,0.19,0.23
2BO4A,397,XRAY,1.95,0.18,0.19
2BO9B,222,XRAY,1.6,0.15,0.18
2BOGX,286,XRAY,1.04,0.15,0.17
2BONA,332,XRAY,1.9,0.22,0.27
2BOPA,85,XRAY,1.7,0.2,1
2BOUA,143,XRAY,1.9,0.24,0.26
2BOYA,254,XRAY,1.9,0.18,0.22
2BPDA,142,XRAY,1.5,0.22,0.27
2BPTA,861,XRAY,1.99,0.17,0.23
2BPTB,39,XRAY,1.99,0.17,0.23
2BQ4A,116,XRAY,1.68,0.2,0.24
2BQXA,173,XRAY,1.9,0.22,0.23
2BRFA,110,XRAY,1.4,0.15,0.18
2BRYA,497,XRAY,1.45,0.18,0.22
2BS2A,660,XRAY,1.78,0.23,0.24
2BS2B,241,XRAY,1.78,0.23,0.24
2BS2C,256,XRAY,1.78,0.23,0.24
2BSJA,133,XRAY,1.83,0.19,0.23
2BSYA,278,XRAY,1.5,0.15,0.19
2BT6A,108,XRAY,1.5,0.16,0.19
2BT9A,90,XRAY,0.94,0.1,0.12
2BTIA,63,XRAY,2,0.22,0.25
2BU3A,254,XRAY,1.4,0.17,0.19
2BUEA,202,XRAY,1.7,0.18,0.21
2BV1A,145,XRAY,2,0.19,0.24
2BV2A,83,XRAY,1.55,0.17,0.24
2BVFA,459,XRAY,1.92,0.17,0.21
2BW0A,329,XRAY,1.7,0.17,0.2
2BW3A,534,XRAY,2,0.18,0.21
2BW8A,227,XRAY,1.54,0.16,0.18
2BWFA,77,XRAY,1.15,0.18,0.2
2BWQA,129,XRAY,1.41,0.18,0.21
2BWRA,401,XRAY,1.5,0.16,0.18
2BYCA,137,XRAY,1.9,0.23,0.29
2BZ1A,196,XRAY,1.54,0.19,0.21
2BZLA,325,XRAY,1.65,0.19,0.22
2BZVA,181,XRAY,1.15,0.12,0.13
2C07A,285,XRAY,1.5,0.2,0.22
2C0AA,214,XRAY,1.55,0.17,0.22
2C0CA,362,XRAY,1.45,0.17,0.22
2C0DA,221,XRAY,1.78,0.17,0.2
2C0GA,248,XRAY,1.75,0.22,0.27
2C0HA,353,XRAY,1.6,0.19,0.21
2C0NA,203,XRAY,1.86,0.17,0.2
2C0ZA,216,XRAY,1.6,0.15,0.2
2C1DB,137,XRAY,1.92,0.16,0.21
2C1IA,431,XRAY,1.35,0.19,0.23
2C1LA,358,XRAY,1.9,0.19,0.22
2C1VA,338,XRAY,1.2,0.17,0.19
2C1XA,456,XRAY,1.9,0.19,0.23
2C29D,337,XRAY,1.81,0.2,0.24
2C2AA,258,XRAY,1.9,0.25,0.28
2C2IA,151,XRAY,1.8,0.18,0.23
2C2NA,339,XRAY,1.55,0.18,0.22
2C2QA,199,XRAY,1.7,0.21,0.24
2C2UA,207,XRAY,1.1,0.13,0.15
2C2XA,281,XRAY,2,0.21,0.25
2C31A,568,XRAY,1.73,0.15,0.17
2C3GA,98,XRAY,2,0.23,0.3
2C3NA,247,XRAY,1.5,0.22,0.25
2C3VA,102,XRAY,1.39,0.2,0.25
2C41A,158,XRAY,1.81,0.17,0.2
2C42A,1231,XRAY,1.78,0.2,0.22
2C43A,323,XRAY,1.93,0.16,0.22
2C46A,241,XRAY,1.6,0.21,0.23
2C4EA,302,XRAY,1.7,0.23,0.25
2C4JA,218,XRAY,1.35,0.2,0.21
2C4MA,796,XRAY,1.9,0.22,0.23
2C4NA,250,XRAY,1.8,0.2,0.22
2C4WA,176,XRAY,1.55,0.16,0.19
2C4XA,260,XRAY,2,0.18,0.21
2C5AA,379,XRAY,1.4,0.1,0.14
2C5LC,117,XRAY,1.9,0.19,0.23
2C5QA,240,XRAY,1.7,0.16,0.18
2C60A,111,XRAY,1.25,0.17,0.18
2C61A,469,XRAY,1.5,0.19,0.21
2C6QA,351,XRAY,1.7,0.17,0.21
2C6UA,122,XRAY,1.6,0.16,0.2
2C71A,216,XRAY,1.05,0.12,0.14
2C78A,405,XRAY,1.4,0.2,0.22
2C81A,418,XRAY,1.7,0.19,0.21
2C8MA,262,XRAY,1.89,0.21,0.24
2C8SA,172,XRAY,1.6,0.21,0.25
2C92A,160,XRAY,1.6,0.18,0.22
2C95A,196,XRAY,1.71,0.18,0.23
2C9JA,225,XRAY,1.35,0.23,0.26
2C9WA,169,XRAY,1.9,0.19,0.23
2CALA,154,XRAY,1.1,0.14,0.17
2CARA,196,XRAY,1.09,0.1,0.15
2CAYA,145,XRAY,1.9,0.19,0.23
2CB1A,412,XRAY,2,0.19,0.23
2CB2A,318,XRAY,1.7,0.18,0.21
2CB5A,453,XRAY,1.85,0.18,0.21
2CB8A,87,XRAY,1.4,0.17,0.19
2CB9A,244,XRAY,1.8,0.15,0.19
2CBPA,96,XRAY,1.8,0.14,1
2CBZA,237,XRAY,1.5,0.16,0.19
2CC0A,195,XRAY,1.6,0.15,0.19
2CC6A,68,XRAY,1.27,0.21,0.23
2CCMA,191,XRAY,1.8,0.19,0.25
2CCQA,99,XRAY,1.6,0.19,0.21
2CCVA,101,XRAY,1.3,0.14,0.18
2CDCA,366,XRAY,1.5,0.21,0.24
2CDPA,160,XRAY,1.59,0.21,0.25
2CDUA,452,XRAY,1.8,0.18,0.22
2CE0A,105,XRAY,1.24,0.18,0.21
2CE2X,166,XRAY,1,0.14,0.16
2CF5A,357,XRAY,2,0.2,0.23
2CF7A,165,XRAY,1.5,0.15,0.18
2CFCA,250,XRAY,1.8,0.2,0.23
2CFMA,561,XRAY,1.8,0.2,0.23
2CFUA,658,XRAY,1.9,0.17,0.22
2CG7A,90,XRAY,1.2,0.19,0.22
2CGQA,113,XRAY,1.83,0.18,0.22
2CH5A,347,XRAY,1.9,0.17,0.2
2CHCA,170,XRAY,1.69,0.17,0.2
2CHPA,153,XRAY,2,0.16,0.21
2CI1A,275,XRAY,1.08,0.11,0.14
2CIAA,102,XRAY,1.45,0.15,0.17
2CIBA,455,XRAY,1.5,0.2,0.23
2CIOA,212,XRAY,1.5,0.18,0.23
2CIOB,121,XRAY,1.5,0.18,0.23
2CIRA,297,XRAY,1.6,0.21,0.23
2CIUA,127,XRAY,1.6,0.2,0.25
2CIWA,299,XRAY,1.15,0.15,0.17
2CJ4A,150,XRAY,1.63,0.15,0.19
2CJGA,449,XRAY,1.95,0.16,0.19
2CJJA,93,XRAY,1.9,0.22,0.25
2CJSC,62,XRAY,1.78,0.18,0.22
2CJTA,131,XRAY,1.44,0.16,0.19
2CJZA,305,XRAY,1.7,0.18,0.2
2CKKA,127,XRAY,1.45,0.14,0.17
2CKLA,108,XRAY,2,0.18,0.21
2CKLB,165,XRAY,2,0.18,0.21
2CKSA,306,XRAY,1.6,0.14,0.17
2CKXA,83,XRAY,1.9,0.21,0.23
2CM2A,304,XRAY,1.5,0.2,0.23
2CMGA,262,XRAY,2,0.22,0.27
2CNQA,306,XRAY,1,0.12,0.13
2CO3A,137,XRAY,1.78,0.18,0.22
2CO7B,221,XRAY,1.8,0.19,0.23
2COVD,104,XRAY,1.25,0.15,0.17
2CPGA,45,XRAY,1.6,0.2,0.28
2CS7A,55,XRAY,1.2,0.11,0.14
2CU3A,64,XRAY,1.7,0.22,0.24
2CU5A,129,XRAY,1.84,0.21,0.24
2CUAA,135,XRAY,1.6,0.23,0.3
2CUKA,311,XRAY,2,0.18,0.22
2CULA,232,XRAY,1.65,0.18,0.2
2CVBA,188,XRAY,1.8,0.21,0.23
2CVCA,545,XRAY,2,0.2,0.24
2CVDA,198,XRAY,1.45,0.19,0.21
2CVEA,191,XRAY,1.6,0.21,0.24
2CVIA,83,XRAY,1.5,0.2,0.23
2CVLA,124,XRAY,1.65,0.19,0.23
2CVZA,289,XRAY,1.8,0.18,0.2
2CW5A,255,XRAY,1.94,0.21,0.25
2CW9A,194,XRAY,1.9,0.22,0.22
2CWDA,161,XRAY,1.9,0.23,0.25
2CWQA,137,XRAY,1.9,0.17,0.21
2CWSA,237,XRAY,1,0.1,0.13
2CWYA,94,XRAY,1.85,0.18,0.21
2CWZA,141,XRAY,1.85,0.22,0.23
2CX1A,187,XRAY,1.8,0.16,0.19
2CX7A,130,XRAY,1.75,0.21,0.27
2CXAA,256,XRAY,1.6,0.19,0.22
2CXCA,144,XRAY,2,0.18,0.21
2CXHA,217,XRAY,1.8,0.18,0.21
2CXIA,348,XRAY,1.94,0.19,0.23
2CXKA,95,XRAY,1.85,0.24,0.26
2CXNA,557,XRAY,1.4,0.17,0.19
2CXVA,219,XRAY,1.4,0.19,0.19
2CXXA,190,XRAY,1.7,0.16,0.2
2CXYA,125,XRAY,1.6,0.19,0.2
2CY2A,174,XRAY,2,0.2,0.23
2CY3A,118,XRAY,1.7,0.2,1
2CY5A,140,XRAY,1.9,0.21,0.23
2CYEA,133,XRAY,1.9,0.21,0.24
2CYJA,118,XRAY,1.5,0.18,0.2
2CYYA,151,XRAY,1.8,0.22,0.24
2CZ2A,223,XRAY,1.4,0.16,0.2
2CZ4A,119,XRAY,1.93,0.19,0.23
2CZDA,208,XRAY,1.6,0.17,0.2
2CZLA,272,XRAY,1.55,0.18,0.21
2CZQA,205,XRAY,1.05,0.15,0.16
2CZSA,80,XRAY,1.5,0.22,0.27
2CZVC,120,XRAY,2,0.22,0.26
2D0IA,333,XRAY,1.95,0.23,0.27
2D0OA,610,XRAY,2,0.2,0.23
2D0OB,125,XRAY,2,0.2,0.23
2D1CA,496,XRAY,1.8,0.21,0.24
2D1GA,498,XRAY,1.75,0.2,0.23
2D1LA,253,XRAY,1.85,0.19,0.23
2D1SA,548,XRAY,1.3,0.18,0.2
2D1YA,256,XRAY,1.65,0.18,0.19
2D28C,149,XRAY,2,0.19,0.25
2D29A,387,XRAY,1.65,0.18,0.2
2D2EA,250,XRAY,1.7,0.19,0.22
2D2RA,245,XRAY,1.88,0.19,0.24
2D37A,176,XRAY,1.7,0.18,0.2
2D3DA,88,XRAY,1.6,0.21,0.26
2D3GP,21,XRAY,1.7,0.2,0.23
2D3YA,219,XRAY,1.55,0.19,0.21
2D48A,129,XRAY,1.65,0.22,0.25
2D4PA,141,XRAY,1.7,0.17,0.2
2D4UA,176,XRAY,1.95,0.22,0.26
2D58A,107,XRAY,1.9,0.2,0.25
2D59A,144,XRAY,1.65,0.21,0.24
2D5BA,500,XRAY,1.8,0.2,0.24
2D5CA,263,XRAY,1.65,0.2,0.23
2D5FA,493,XRAY,1.9,0.18,0.23
2D5MA,190,XRAY,1.05,0.14,0.16
2D5VA,164,XRAY,2,0.25,0.27
2D5WA,603,XRAY,1.3,0.19,0.2
2D68A,82,XRAY,1.6,0.21,0.25
2D69A,430,XRAY,1.9,0.18,0.21
2D7CC,42,XRAY,1.75,0.2,0.22
2D7VA,162,XRAY,1.97,0.2,0.26
2D81A,318,XRAY,1.66,0.18,0.2
2D8DA,90,XRAY,1.15,0.21,0.22
2DB7A,64,XRAY,1.9,0.19,0.22
2DBBA,151,XRAY,2,0.2,0.23
2DBNA,461,XRAY,1.7,0.19,0.2
2DBYA,368,XRAY,1.76,0.19,0.22
2DC0A,434,XRAY,2,0.22,0.24
2DC1A,236,XRAY,1.9,0.22,0.23
2DC3A,193,XRAY,1.68,0.14,0.18
2DC4A,165,XRAY,1.65,0.21,0.24
2DDFA,257,XRAY,1.7,0.2,0.23
2DDRA,306,XRAY,1.4,0.21,0.23
2DDXA,333,XRAY,0.86,0.14,0.15
2DE3A,365,XRAY,1.6,0.18,0.2
2DE6A,392,XRAY,1.8,0.19,0.21
2DE6D,115,XRAY,1.8,0.19,0.21
2DEBA,653,XRAY,1.6,0.17,0.19
2DEJA,350,XRAY,1.5,0.19,0.23
2DFAA,250,XRAY,1.9,0.21,0.23
2DG1A,333,XRAY,1.72,0.17,0.2
2DG5A,366,XRAY,1.6,0.18,0.2
2DGKA,452,XRAY,1.9,0.22,0.25
2DHOA,235,XRAY,1.6,0.17,0.2
2DJIA,590,XRAY,1.6,0.18,0.21
2DKAA,544,XRAY,1.93,0.19,0.22
2DKHA,639,XRAY,1.8,0.17,0.2
2DKJA,407,XRAY,1.15,0.18,0.19
2DKNA,255,XRAY,1.8,0.19,0.2
2DLBA,80,XRAY,1.2,0.15,0.17
2DM6A,333,XRAY,2,0.18,0.22
2DM9A,198,XRAY,1.85,0.22,0.26
2DOKA,186,XRAY,1.8,0.21,0.25
2DP9A,124,XRAY,1.9,0.23,0.25
2DPFA,115,XRAY,1.5,0.22,0.25
2DPLA,308,XRAY,1.43,0.24,0.25
2DPMA,284,XRAY,1.8,0.24,0.28
2DPRA,21,XRAY,1.7,0.14,0.19
2DQLB,115,XRAY,1.7,0.23,0.26
2DQWA,294,XRAY,1.65,0.21,0.24
2DR1A,386,XRAY,1.9,0.18,0.2
2DREA,180,XRAY,2,0.24,0.28
2DRIA,271,XRAY,1.6,0.19,1
2DRKA,59,XRAY,1.42,0.16,0.17
2DS2B,72,XRAY,1.7,0.22,0.25
2DS5A,51,XRAY,1.5,0.19,0.22
2DSCA,212,XRAY,2,0.19,0.23
2DSJA,423,XRAY,1.8,0.2,0.22
2DSKA,311,XRAY,1.5,0.17,0.18
2DSTA,131,XRAY,2,0.2,0.24
2DSYA,87,XRAY,1.9,0.18,0.23
2DT4A,143,XRAY,1.6,0.17,0.19
2DT8A,280,XRAY,1.48,0.17,0.2
2DTCA,126,XRAY,1.7,0.19,0.23
2DTJA,178,XRAY,1.58,0.2,0.23
2DTXA,264,XRAY,1.6,0.2,0.22
2DULA,378,XRAY,1.9,0.2,0.23
2DURA,253,XRAY,1.65,0.2,0.23
2DUYA,75,XRAY,1.75,0.19,0.22
2DVKA,188,XRAY,1.8,0.23,0.25
2DVMA,439,XRAY,1.6,0.19,0.21
2DWCA,433,XRAY,1.7,0.18,0.2
2DWKA,180,XRAY,2,0.2,0.23
2DWUA,276,XRAY,1.6,0.16,0.19
2DXAA,166,XRAY,1.58,0.18,0.21
2DXQA,150,XRAY,1.8,0.2,0.22
2DXUA,235,XRAY,1.28,0.22,0.23
2DY0A,190,XRAY,1.25,0.2,0.21
2DY1A,665,XRAY,1.6,0.19,0.2
2DYIA,162,XRAY,2,0.19,0.26
2DYJA,95,XRAY,1.84,0.2,0.24
2DYKA,161,XRAY,1.96,0.2,0.23
2DYOA,297,XRAY,1.97,0.22,0.24
2DYOB,57,XRAY,1.97,0.22,0.24
2DYUA,334,XRAY,1.75,0.18,0.21
2E01A,457,XRAY,1.73,0.19,0.22
2E0NA,259,XRAY,2,0.23,0.27
2E0QA,104,XRAY,1.49,0.17,0.19
2E0TA,151,XRAY,1.67,0.17,0.21
2E11A,266,XRAY,1.73,0.19,0.22
2E1FA,103,XRAY,2,0.25,0.26
2E1VA,454,XRAY,1.8,0.2,0.23
2E26A,725,XRAY,2,0.22,0.22
2E2DC,180,XRAY,2,0.2,0.23
2E2OA,299,XRAY,1.65,0.19,0.22
2E2RA,244,XRAY,1.6,0.17,0.2
2E3BA,344,XRAY,1.3,0.15,0.2
2E3HA,90,XRAY,1.45,0.19,0.21
2E3NA,255,XRAY,1.4,0.22,0.23
2E3ZA,465,XRAY,1.5,0.17,0.18
2E4MC,146,XRAY,1.85,0.2,0.23
2E4TA,519,XRAY,0.96,0.13,0.15
2E52A,300,XRAY,2,0.18,0.22
2E56A,144,XRAY,2,0.2,0.25
2E5FA,325,XRAY,1.35,0.17,0.18
2E5YA,133,XRAY,1.92,0.2,0.25
2E6FA,314,XRAY,1.26,0.17,0.18
2E6MA,208,XRAY,2,0.21,0.24
2E6XA,69,XRAY,2,0.22,0.25
2E7VA,121,XRAY,1.92,0.19,0.24
2E7YA,280,XRAY,1.97,0.2,0.25
2E7ZA,727,XRAY,1.26,0.16,0.2
2E85A,159,XRAY,1.7,0.25,0.26
2E8BA,201,XRAY,1.61,0.24,0.26
2E8EA,132,XRAY,1.7,0.21,0.23
2E8GA,241,XRAY,1.7,0.2,0.24
2E8VA,340,XRAY,1.8,0.2,0.24
2E9LA,469,XRAY,1.6,0.19,0.22
2E9YA,316,XRAY,1.8,0.2,0.23
2EABA,899,XRAY,1.12,0.18,0.19
2EAQA,90,XRAY,1.46,0.16,0.19
2EAYA,233,XRAY,1.95,0.21,0.25
2EB4A,267,XRAY,1.6,0.21,0.23
2EBBA,101,XRAY,1.6,0.22,0.24
2EBEA,106,XRAY,1.8,0.23,0.25
2EBFX,746,XRAY,1.9,0.21,0.23
2EBJA,192,XRAY,1.9,0.23,0.26
2EBNA,289,XRAY,2,0.16,1
2EBOA,74,XRAY,1.9,0.2,0.27
2ECEA,462,XRAY,2,0.2,0.21
2ECUA,149,XRAY,1.3,0.2,0.22
2EENA,183,XRAY,1.65,0.23,0.24
2EF0A,301,XRAY,2,0.2,0.24
2EF5A,290,XRAY,2,0.23,0.24
2EF8A,84,XRAY,1.95,0.2,0.26
2EFJA,384,XRAY,2,0.22,0.28
2EFVA,92,XRAY,1.9,0.22,0.23
2EG4A,230,XRAY,1.7,0.22,0.25
2EGDA,98,XRAY,1.8,0.2,0.23
2EGJA,128,XRAY,1.8,0.2,0.22
2EGOA,96,XRAY,1.8,0.23,0.27
2EGVA,229,XRAY,1.45,0.22,0.24
2EGZA,219,XRAY,1.75,0.22,0.24
2EH3A,179,XRAY,1.55,0.21,0.22
2EHGA,149,XRAY,1.6,0.19,0.22
2EHHA,294,XRAY,1.9,0.21,0.23
2EHPA,126,XRAY,1.3,0.23,0.24
2EHZA,302,XRAY,1.35,0.17,0.18
2EI9A,240,XRAY,2,0.2,0.21
2EIFA,136,XRAY,1.8,0.21,0.25
2EIGA,234,XRAY,2,0.19,0.25
2EIXA,243,XRAY,1.56,0.18,0.23
2EIYA,308,XRAY,1.35,0.19,0.2
2EJ5A,257,XRAY,2,0.19,0.24
2EJ8A,160,XRAY,1.84,0.2,0.23
2EJ9A,237,XRAY,2,0.22,0.24
2EJAA,338,XRAY,1.9,0.2,0.27
2EJNA,153,XRAY,1.64,0.19,0.22
2EJWA,332,XRAY,1.7,0.21,0.24
2EJXA,139,XRAY,1.79,0.22,0.26
2EK0A,90,XRAY,1.9,0.23,0.26
2EK1A,95,XRAY,2,0.21,0.27
2EKCA,262,XRAY,2,0.19,0.22
2EKGA,327,XRAY,1.9,0.2,0.22
2EKLA,313,XRAY,1.77,0.19,0.22
2EKPA,239,XRAY,1.15,0.17,0.17
2ELCA,329,XRAY,1.55,0.19,0.2
2ENDA,138,XRAY,1.45,0.16,1
2EO4A,149,XRAY,1.8,0.21,0.23
2EO5A,419,XRAY,1.9,0.18,0.21
2EPIA,100,XRAY,1.7,0.21,0.25
2EPJA,434,XRAY,1.7,0.17,0.19
2EPLX,627,XRAY,1.4,0.19,0.2
2EQ6A,464,XRAY,1.6,0.2,0.22
2EQ7C,40,XRAY,1.8,0.21,0.24
2EQ8C,40,XRAY,1.94,0.21,0.24
2ERFA,209,XRAY,1.45,0.19,0.22
2ERLA,40,XRAY,1,0.13,0.17
2ERVA,150,XRAY,2,0.2,0.23
2ERWA,56,XRAY,1.4,0.18,0.19
2ERXA,172,XRAY,1.65,0.16,0.19
2ES4D,332,XRAY,1.85,0.2,0.22
2ES9A,115,XRAY,2,0.24,0.26
2ESBA,188,XRAY,2,0.16,0.19
2ESSA,248,XRAY,1.9,0.17,0.21
2ET1A,201,XRAY,1.6,0.18,0.21
2ETBA,256,XRAY,1.65,0.21,0.22
2ETJA,250,XRAY,1.74,0.18,0.22
2ETVA,346,XRAY,1.7,0.17,0.21
2EU9A,355,XRAY,1.53,0.17,0.2
2EV1A,222,XRAY,1.6,0.19,0.22
2EVBA,74,XRAY,1.55,0.25,0.28
2EVEA,157,XRAY,1.6,0.19,0.22
2EW0A,192,XRAY,1.4,0.2,0.22
2EWFA,610,XRAY,1.84,0.2,0.24
2EWHA,98,XRAY,1.4,0.19,0.24
2EWTA,71,XRAY,1.81,0.19,0.23
2EX2A,458,XRAY,1.55,0.21,0.24
2EYUA,261,XRAY,1.87,0.17,0.25
2EZ2A,456,XRAY,1.85,0.17,0.21
2F01A,127,XRAY,0.85,0.15,0.17
2F02A,323,XRAY,1.9,0.2,0.24
2F0CA,191,XRAY,1.65,0.16,0.19
2F1FA,164,XRAY,1.75,0.17,0.23
2F1KA,279,XRAY,1.55,0.19,0.22
2F1NA,262,XRAY,1.73,0.19,0.23
2F22A,144,XRAY,1.42,0.16,0.18
2F23A,156,XRAY,1.6,0.21,0.25
2F2BA,246,XRAY,1.68,0.18,0.19
2F2EA,146,XRAY,1.85,0.18,0.25
2F2HA,773,XRAY,1.95,0.18,0.23
2F3YB,21,XRAY,1.45,0.19,0.22
2F46A,156,XRAY,1.41,0.2,0.23
2F4MA,295,XRAY,1.85,0.19,0.24
2F4MB,61,XRAY,1.85,0.19,0.24
2F4PA,147,XRAY,1.9,0.16,0.22
2F4WA,187,XRAY,2,0.19,0.25
2F51A,118,XRAY,1.9,0.15,0.2
2F5GA,133,XRAY,1.7,0.21,0.23
2F5TX,233,XRAY,1.45,0.16,0.2
2F5XA,312,XRAY,1.72,0.14,0.17
2F60K,64,XRAY,1.55,0.21,0.22
2F62A,161,XRAY,1.5,0.17,0.19
2F69A,261,XRAY,1.3,0.15,0.17
2F6RA,281,XRAY,1.7,0.18,0.21
2F6UA,234,XRAY,1.55,0.19,0.22
2F7VA,369,XRAY,1.75,0.2,0.23
2F8AA,208,XRAY,1.5,0.14,0.16
2F8YA,223,XRAY,1.55,0.15,0.19
2F91A,237,XRAY,1.2,0.14,0.18
2F9FA,177,XRAY,1.8,0.19,0.22
2F9HA,129,XRAY,1.57,0.17,0.23
2F9IA,327,XRAY,1.98,0.19,0.21
2F9IB,285,XRAY,1.98,0.19,0.21
2F9NA,245,XRAY,1.6,0.19,0.24
2F9WA,271,XRAY,1.9,0.21,0.23
2FA1A,160,XRAY,1.7,0.19,0.24
2FA5A,162,XRAY,1.8,0.2,0.23
2FA8A,105,XRAY,1.9,0.2,0.25
2FAOA,309,XRAY,1.5,0.21,0.21
2FAZA,78,XRAY,2,0.22,0.25
2FB5A,205,XRAY,1.99,0.18,0.21
2FB6A,117,XRAY,1.46,0.13,0.16
2FBAA,492,XRAY,1.1,0.15,0.16
2FBDA,122,XRAY,1.9,0.16,0.2
2FBHA,146,XRAY,1.8,0.2,0.23
2FBNA,198,XRAY,1.63,0.2,0.23
2FBQA,235,XRAY,1.8,0.18,0.23
2FCFA,103,XRAY,1.76,0.21,0.24
2FCJA,119,XRAY,1.3,0.19,0.21
2FCKA,181,XRAY,1.7,0.21,0.24
2FCLA,169,XRAY,1.2,0.14,0.17
2FCOA,200,XRAY,1.4,0.22,0.23
2FCRA,173,XRAY,1.8,0.19,1
2FCTA,313,XRAY,1.6,0.18,0.2
